business_name,street_address,city,state,zip_code,phone,website,hours,rating,review_count,categories,source_file
"Cosmetiq Medicine - Vancouver Botox, Filler & Laser",12000 SE Mill Plain Blvd,Vancouver,WA,98684.0,+1 503-572-2675,https://cosmetiqmedicine.com/vancouver-wa-med-spa/,"{""Monday"": [""Closed""], ""Tuesday"": [""9AM-4PM""], ""Wednesday"": [""9AM-4PM""], ""Thursday"": [""9AM-4PM""], ""Friday"": [""9AM-4PM""], ""Saturday"": [""10AM-5PM""], ""Sunday"": [""Closed""]}",5.0,35,"Medical spa, Day spa, Facial spa, Health and beauty shop, Laser hair removal service, Skin care clinic, Tattoo removal service, Weight loss service",Generated by Outscraper ©
Hey Sister Medical Spa,1309 NE 134th St Suite B,Vancouver,WA,98685.0,+1 360-338-7720,https://www.heysisterspa.com/%3Futm_campaign%3Dgmb,"{""Monday"": [""Closed""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""9AM-6PM""], ""Thursday"": [""9AM-6PM""], ""Friday"": [""11AM-4PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,32,Medical spa,Generated by Outscraper ©
Vibrant U Med Spa,1306 Main St,Vancouver,WA,98660.0,+1 360-382-1380,https://vibrantumedspa.com/,"{""Monday"": [""9AM-6PM""], ""Tuesday"": [""9AM-4PM""], ""Wednesday"": [""9AM-4PM""], ""Thursday"": [""9AM-6PM""], ""Friday"": [""9AM-6PM""], ""Saturday"": [""9AM-3PM""], ""Sunday"": [""Closed""]}",5.0,61,"Medical spa, Weight loss service, Wellness center",Generated by Outscraper ©
TITE Medical Aesthetics,13025 NE Fourth Plain Blvd #102,Vancouver,WA,98682.0,+1 360-518-0888,https://titemedicalaesthetics.com/%3Futm_source%3Dgbp%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-listing,"{""Monday"": [""Closed""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,90,"Medical spa, Laser hair removal service, Medical clinic, Skin care clinic, Weight loss service",Generated by Outscraper ©
Boost IV & Wellness,2342 NW Thurman St,Portland,OR,97210.0,+1 971-533-1700,http://boost-iv.com/,"{""Monday"": [""10AM-5PM""], ""Tuesday"": [""10AM-5PM""], ""Wednesday"": [""10AM-5PM""], ""Thursday"": [""10AM-5PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""10AM-4PM""], ""Sunday"": [""10AM-4PM""]}",4.9,310,"IV therapy service, Medical spa",Generated by Outscraper ©
"Best Self Aesthetics and Wellness, PLLC",1710 W Main St UNIT 201,Battle Ground,WA,98604.0,+1 360-919-0045,http://www.bestselfpnw.com/,"{""Monday"": [""9AM-3PM""], ""Tuesday"": [""9AM-3PM""], ""Wednesday"": [""Closed""], ""Thursday"": [""9AM-3PM""], ""Friday"": [""9AM-3PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,27,Medical spa,Generated by Outscraper ©
Good IV,425 2nd St #110,Lake Oswego,OR,97034.0,+1 503-880-0607,https://goodivpdx.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic,"{""Monday"": [""9AM-4PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""9AM-4PM""], ""Thursday"": [""9AM-4PM""], ""Friday"": [""9AM-4PM""], ""Saturday"": [""9AM-4PM""], ""Sunday"": [""9AM-4PM""]}",5.0,245,"IV therapy service, Alternative medicine practitioner, Health spa, Local medical services, Medical spa",Generated by Outscraper ©
M.D. MedSpa & Wellness Centers - Birch Bay,8115 Birch Bay Square St Suite 107,Blaine,WA,98230.0,+1 360-920-3310,https://md-wellness.com/,"{""Monday"": [""10AM-6PM""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-6PM""], ""Saturday"": [""10AM-3PM""], ""Sunday"": [""Closed""]}",4.6,35,"Medical spa, Beauty salon, Day spa, Facial spa, Laser hair removal service, Medical laboratory, Skin care clinic, Spa, Weight loss service, Wellness center",Generated by Outscraper ©
Aleris Aesthetics,17924 140th Ave NE Suite 101,Woodinville,WA,98072.0,+1 425-900-5977,https://alerisaesthetics.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-6PM""], ""Saturday"": [""10AM-5PM""], ""Sunday"": [""Closed""]}",5.0,46,"Medical spa, Facial spa, Hair removal service, Skin care clinic, Weight loss service",Generated by Outscraper ©
KOCO Medical Aesthetics,14040 NE 181st St #1000,Woodinville,WA,98072.0,+1 425-448-3157,https://kocoaesthetics.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""Closed""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-3PM""], ""Sunday"": [""Closed""]}",5.0,104,"Medical spa, Facial spa, Skin care clinic, Weight loss service, Wellness center",Generated by Outscraper ©
Salt & Co Aesthetics and Wellness,419 S 1st St D,Mount Vernon,WA,98273.0,+1 360-305-7810,https://saltandco.glossgenius.com/booking-flow,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""9AM-5PM""]}",5.0,28,"Medical spa, Body piercing shop",Generated by Outscraper ©
Pure Skin Wellness Spa,419 S 2nd St,Mount Vernon,WA,98273.0,+1 360-336-6161,http://pureskinwellnessspa.com/,"{""Monday"": [""9:30AM-5PM""], ""Tuesday"": [""9:30AM-5PM""], ""Wednesday"": [""9:30AM-5PM""], ""Thursday"": [""9:30AM-5PM""], ""Friday"": [""9:30AM-5PM""], ""Saturday"": [""10AM-3PM""], ""Sunday"": [""10AM-3PM""]}",4.9,154,"Medical spa, Massage therapist, Spa",Generated by Outscraper ©
BouncebackIV Medspa,533 Gramatan Ave,Mt Vernon,NY,10552.0,+1 646-301-1334,https://www.bouncebackiv.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""11AM-6PM""], ""Wednesday"": [""11AM-6PM""], ""Thursday"": [""11AM-6PM""], ""Friday"": [""11AM-6PM""], ""Saturday"": [""10AM-2PM""], ""Sunday"": [""Closed""]}",5.0,102,"Medical spa, Facial spa, Hair removal service, Health spa, Laser hair removal service, Skin care clinic, Waxing hair removal service, Weight loss service, Wellness center",Generated by Outscraper ©
Renew ND Medspa,11419 19th Ave SE a108,Everett,WA,98208.0,+1 425-551-7573,http://www.renewnd.com/,"{""Monday"": [""10AM-5PM""], ""Tuesday"": [""10AM-5PM""], ""Wednesday"": [""10AM-5PM""], ""Thursday"": [""10AM-5PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""10AM-5PM""], ""Sunday"": [""Closed""]}",4.4,53,"Medical spa, Laser hair removal service, Doctor, Skin care clinic, Tattoo removal service, Weight loss service",Generated by Outscraper ©
Hyper Health Wellness Center,750 E Washington St Suite C3,Medina,OH,44256.0,+1 330-845-6149,https://www.hyperhealthwc.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""11AM-7PM""], ""Wednesday"": [""Closed""], ""Thursday"": [""8:30AM-4PM""], ""Friday"": [""8:30AM-4PM""], ""Saturday"": [""8:30AM-12PM""], ""Sunday"": [""Closed""]}",4.9,209,"Wellness center, Alternative medicine practitioner, Holistic medicine practitioner, Medical clinic",Generated by Outscraper ©
Fluid Revival Mobile IV Therapy,5818 Balcones Dr Ste 200D,Austin,TX,78731.0,+1 512-337-3561,https://fluidrevival.com/%3Futm_source%3DGMB-profile%26utm_medium%3Dseo%26utm_campaign%3DGBP%2BSEO,"{""Monday"": [""8AM-8PM""], ""Tuesday"": [""8AM-8PM""], ""Wednesday"": [""8AM-8PM""], ""Thursday"": [""8AM-8PM""], ""Friday"": [""8AM-8PM""], ""Saturday"": [""8AM-8PM""], ""Sunday"": [""8AM-8PM""]}",5.0,139,"Medical spa, Local medical services, Wellness center",Generated by Outscraper ©
Fir Lane Care,2430 N 13th St,Shelton,WA,98584.0,+1 360-426-1651,https://www.firlanecare.com/,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",3.7,79,"Medical clinic, Nursing home, Physical therapy clinic, Rehabilitation center, Aged care",Generated by Outscraper ©
Advanced Pain And Regenerative Medical Solutions,10 Progress Dr #2F,Shelton,CT,6484.0,+1 877-844-3254,https://aprmsolutions.com/%3Futm_campaign%3Dgmb,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.8,68,"Medical spa, Allergist, Medical clinic, Weight loss service, Wellness center",Generated by Outscraper ©
Northwest Weight & Wellness Center,125 130th St SE,Everett,WA,98208.0,+1 866-350-2263,https://nwwls.com/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-12PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.8,592,"Weight loss service, Medical clinic, Skin care clinic, Surgeon, Wellness center",Generated by Outscraper ©
Vida Integrated Health Everett,15 SW Everett Mall Way Suite G,Everett,WA,98204.0,+1 425-355-5222,https://thinkvida.com/locations/everett/,"{""Monday"": [""8AM-7PM""], ""Tuesday"": [""8AM-7PM""], ""Wednesday"": [""8AM-7PM""], ""Thursday"": [""8AM-7PM""], ""Friday"": [""8AM-7PM""], ""Saturday"": [""8:30AM-1PM""], ""Sunday"": [""Closed""]}",4.9,305,Chiropractor,Generated by Outscraper ©
Pure Infusion Suites of Kirkland,12515 Willows Rd NE ste 500,Kirkland,WA,98034.0,+1 425-468-6935,https://pureinfusionsuites.com/locations/kirkland/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,31,Medical Center,Generated by Outscraper ©
Templum Aesthetics & Wellness,808 6th St South,Kirkland,WA,98033.0,+1 425-270-1447,https://www.templumaw.com/,"{""Monday"": [""10AM-5PM""], ""Tuesday"": [""10AM-5PM""], ""Wednesday"": [""10AM-5PM""], ""Thursday"": [""10AM-5PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,93,Medical spa,Generated by Outscraper ©
Longevity Medical Clinic,11335 NE 122nd Way #250,Kirkland,WA,98034.0,+1 425-576-9272,https://www.longevitymedicalclinic.com/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.5,16,"Medical clinic, Doctor, Health consultant, Weight loss service, Wellness program",Generated by Outscraper ©
Axis Stem Cell Institute,10517 NE 38th Pl Bldg. 11 Suite B,Kirkland,WA,98033.0,+1 206-823-0960,https://www.axisstemcell.com/,"{""Monday"": [""7AM-7PM""], ""Tuesday"": [""7AM-7PM""], ""Wednesday"": [""7AM-7PM""], ""Thursday"": [""7AM-7PM""], ""Friday"": [""7AM-7PM""], ""Saturday"": [""7AM-7PM""], ""Sunday"": [""Closed""]}",4.9,53,Medical clinic,Generated by Outscraper ©
Ocean Beach Health - Ilwaco Clinic,176 First Ave N,Ilwaco,WA,98624.0,+1 360-642-3747,https://www.oceanbeachhealth.com/location/medical-group-ilwaco/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""8AM-5PM""], ""Sunday"": [""Closed""]}",3.5,26,Medical clinic,Generated by Outscraper ©
Ocean Beach Health,174 First Ave N,Ilwaco,WA,98624.0,+1 360-642-3181,http://www.oceanbeachhealth.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""9AM-5PM""]}",3.2,64,Hospital,Generated by Outscraper ©
Naturomedica,1220 10th Ave NE,Issaquah,WA,98029.0,+1 425-557-8900,https://naturomedica.com/,"{""Monday"": [""7:30AM-8PM""], ""Tuesday"": [""7:30AM-8PM""], ""Wednesday"": [""7:30AM-8PM""], ""Thursday"": [""7:30AM-8PM""], ""Friday"": [""7:30AM-6PM""], ""Saturday"": [""8AM-5PM""], ""Sunday"": [""Closed""]}",4.7,113,"Medical clinic, Wellness program",Generated by Outscraper ©
Elevated Natural Health,1500 Westlake Ave N #120,Seattle,WA,98109.0,+1 206-566-7225,http://www.elevatednaturalhealth.com/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""9AM-4PM""], ""Wednesday"": [""Closed""], ""Thursday"": [""9AM-4PM""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,26,Medical Center,Generated by Outscraper ©
Venus Rising Med Spa,601 Main St Suite 101,Vancouver,WA,98660.0,+1 360-831-4122,https://venusrisingmedspa.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"{""Monday"": [""Closed""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""9AM-6PM""], ""Thursday"": [""9AM-6PM""], ""Friday"": [""9AM-6PM""], ""Saturday"": [""9AM-6PM""], ""Sunday"": [""Closed""]}",4.9,408,"Medical spa, Facial spa, Laser hair removal service, Skin care clinic",Generated by Outscraper ©
In Light Hyperbarics LLC.,1601 Broadway St,Vancouver,WA,98663.0,+1 360-326-3264,http://www.inlighthyperbarics.com/,"{""Monday"": [""7AM-7PM""], ""Tuesday"": [""7AM-7PM""], ""Wednesday"": [""7AM-7PM""], ""Thursday"": [""7AM-7PM""], ""Friday"": [""7AM-7PM""], ""Saturday"": [""8AM-2PM""], ""Sunday"": [""Closed""]}",4.9,156,Wellness center,Generated by Outscraper ©
Therapeutic Health Services - Snohomish/Everett Branch,9930 Evergreen Wy Building Z150,Everett,WA,98204.0,+1 425-347-5121,https://ths-wa.org/,"{""Monday"": [""7AM-4:30PM""], ""Tuesday"": [""7AM-4:30PM""], ""Wednesday"": [""7AM-4:30PM""], ""Thursday"": [""7AM-4:30PM""], ""Friday"": [""7AM-4:30PM""], ""Saturday"": [""6AM-12:30PM""], ""Sunday"": [""Closed""]}",3.8,85,"Addiction treatment center, Alcoholism treatment program, Mental health clinic",Generated by Outscraper ©
Glō Aesthetics + Wellness,819 SE 14th Loop Ste 115,Battle Ground,WA,98604.0,+1 509-301-7363,https://www.gloaestheticsandwellness.com/,"{""Monday"": [""11AM-6PM""], ""Tuesday"": [""11AM-6PM""], ""Wednesday"": [""11AM-6PM""], ""Thursday"": [""Closed""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,83,Medical spa,Generated by Outscraper ©
"Prime IV Hydration & Wellness - Tualatin, OR",7602 SW Nyberg St,Tualatin,OR,97062.0,+1 503-437-9207,https://primeivhydration.com/locations/oregon/tualatin-97062/,"{""Monday"": [""9:30AM-4:30PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""9:30AM-4:30PM""], ""Thursday"": [""9:30AM-4:30PM""], ""Friday"": [""9:30AM-4:30PM""], ""Saturday"": [""9:30AM-2:30PM""], ""Sunday"": [""Closed""]}",5.0,81,IV therapy service,Generated by Outscraper ©
Ageless Beauty Rx,7700 NE Greenwood Dr #120,Vancouver,WA,98662.0,+1 360-597-2688,https://www.agelessbeautyrx.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,130,"Medical spa, Dietitian, Doctor, Facial spa, Holistic medicine practitioner, Massage therapist, Naturopathic practitioner, Skin care clinic, Spa, Weight loss service",Generated by Outscraper ©
Cohesive Therapy Healing & Rejuvenation Center,5916 NE St Johns Rd,Vancouver,WA,98661.0,+1 360-904-4999,https://cohesivetherapy.org/,"{""Monday"": [""8:30AM-6PM""], ""Tuesday"": [""8:30AM-6PM""], ""Wednesday"": [""8:30AM-6PM""], ""Thursday"": [""8:30AM-6PM""], ""Friday"": [""8:30AM-6PM""], ""Saturday"": [""8AM-3PM""], ""Sunday"": [""Closed""]}",4.9,172,"Lymph drainage therapist, Massage school, Massage spa, Massage therapist, Medical spa, Weight loss service, Wellness program",Generated by Outscraper ©
Peak Performance & Prevention,317 4th St NW,Puyallup,WA,98371.0,+1 425-441-3330,https://www.p3life.com/,"{""Monday"": [""7AM-5PM""], ""Tuesday"": [""7AM-5PM""], ""Wednesday"": [""7-9AM"", ""10AM-5PM""], ""Thursday"": [""7AM-5PM""], ""Friday"": [""7AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,172,Wellness center,Generated by Outscraper ©
Eterna Vein & Medical Aesthetics,1803 S Meridian,Puyallup,WA,98371.0,+1 253-268-3400,https://www.eternaaesthetic.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-6PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,201,"Medical spa, Laser hair removal service, Skin care clinic",Generated by Outscraper ©
Experience Total Health,12020 Meridian E Suite B,Puyallup,WA,98373.0,+1 253-693-9232,https://www.experience-pt.com/V1/total-health/overview,"{""Monday"": [""7AM-7PM""], ""Tuesday"": [""7AM-7PM""], ""Wednesday"": [""7AM-7PM""], ""Thursday"": [""7AM-7PM""], ""Friday"": [""7AM-7PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,17,"Personal trainer, Gym, Wellness center",Generated by Outscraper ©
Cardinal Clinic,200 Center St W,Eatonville,WA,98328.0,+1 253-237-3136,http://www.cardinalclinic.org/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,41,"Medical spa, Facial spa, Massage spa, Skin care clinic, Waxing hair removal service, Weight loss service, Wellness center",Generated by Outscraper ©
Auré Med Lounge Hydration & Wellness | IV therapy | Weight loss Injections,5401 104th St E c,Puyallup,WA,98373.0,+1 253-200-5266,http://www.auremedlounge.com/,"{""Monday"": [""9AM-4PM""], ""Tuesday"": [""9AM-4PM""], ""Wednesday"": [""9AM-4PM""], ""Thursday"": [""9AM-4PM""], ""Friday"": [""9AM-4PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,13,Medical spa,Generated by Outscraper ©
The Spa by Horizon View,201 15th Ave SW UNIT D,Puyallup,WA,98371.0,+1 253-200-1400,http://www.thespabyhv.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.8,78,"Medical spa, Facial spa, Laser hair removal service, Skin care clinic, Weight loss service",Generated by Outscraper ©
Purity Medical Spa,117 15th Ave SE,Puyallup,WA,98372.0,+1 253-904-8677,https://puritymedicalspa.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-2PM""], ""Sunday"": [""Closed""]}",4.7,206,"Medical spa, Facial spa, Hair removal service, Medical clinic, Skin care clinic, Weight loss service, Wellness center",Generated by Outscraper ©
Renew Aesthetics and Regenerative Medicine,6302 112th St E Suite 300,Puyallup,WA,98373.0,+1 253-651-9263,http://www.renewpnw.com/,"{""Monday"": [""10AM-6PM""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-4PM""], ""Saturday"": [""10AM-4PM""], ""Sunday"": [""Closed""]}",5.0,72,Medical spa,Generated by Outscraper ©
Ember Medical Services,12815 Canyon Rd E Suite AB,Puyallup,WA,98373.0,+1 253-862-3026,http://www.embermedicalservices.com/,"{""Monday"": [""9AM-6PM""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""9AM-6PM""], ""Thursday"": [""9AM-6PM""], ""Friday"": [""9AM-6PM""], ""Saturday"": [""10AM-6PM""], ""Sunday"": [""12-5PM""]}",4.9,44,"Medical clinic, Weight loss service",Generated by Outscraper ©
Natural Life Medicine,104 23rd Ave SE,Puyallup,WA,98372.0,+1 253-268-2170,http://www.nlih.org/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.8,223,Naturopathic practitioner,Generated by Outscraper ©
Olalla Recovery Centers - Olalla Guest Lodge,12850 Lala Cove Ln SE,Olalla,WA,98359.0,+1 800-882-6201,http://www.olalla.org/,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",4.0,77,Addiction treatment center,Generated by Outscraper ©
Living Medical Arts,232 A St C6B,Friday Harbor,WA,98250.0,+1 360-472-0447,http://www.livingmedicalarts.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""12-3PM""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,12,"Naturopathic practitioner, Vitamin & supplements store",Generated by Outscraper ©
Vitality,1905 Queen Anne Ave N,Seattle,WA,98109.0,+1 206-622-5300,https://vitalityqueenanne.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""10AM-7PM""], ""Wednesday"": [""10AM-7PM""], ""Thursday"": [""10AM-7PM""], ""Friday"": [""10AM-7PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.6,71,Medical spa,Generated by Outscraper ©
Siren Curves Body Sculpting,1115 S 348th St Suite A,Federal Way,WA,98003.0,+1 253-338-9499,http://sirencurves.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-7PM""], ""Wednesday"": [""9AM-7PM""], ""Thursday"": [""9AM-7PM""], ""Friday"": [""9AM-7PM""], ""Saturday"": [""9AM-7PM""], ""Sunday"": [""9AM-3PM""]}",4.9,137,"Medical spa, Day spa, Health and beauty shop, IV therapy service, Massage spa, Sauna, Teeth whitening service, Weight loss service, Wellness center",Generated by Outscraper ©
Simply Health DP3,32114 1st Ave S STE 202,Federal Way,WA,98003.0,+1 425-331-9583,https://www.simplyhealthdp3.com/,"{""Monday"": [""9AM-4:30PM""], ""Tuesday"": [""9AM-4:30PM""], ""Wednesday"": [""9AM-4:30PM""], ""Thursday"": [""9AM-4:30PM""], ""Friday"": [""9AM-4:30PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,137,Medical clinic,Generated by Outscraper ©
Skin Unfiltered Medical Aesthetics,616 Railroad Ave Suite D,Zillah,WA,98953.0,+1 509-406-7208,https://www.skinunfilteredma.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,225,"Medical spa, Dermatologist, Health and beauty shop, Laser hair removal service, Nail salon, Skin care clinic, Spa",Generated by Outscraper ©
"ReNew Medical: Emma C. Doody, ND",190 W Dayton St Suite 204,Edmonds,WA,98020.0,+1 206-880-1407,https://www.renewmedicalwa.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""Closed""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-12PM""], ""Sunday"": [""Closed""]}",4.9,101,"Wellness center, Medical clinic",Generated by Outscraper ©
Soma Aesthetics,6101 Summitview Ave Suite 140,Yakima,WA,98908.0,+1 509-260-8405,http://www.somaaesthetics.com/,"{""Monday"": [""9AM-5:30PM""], ""Tuesday"": [""9AM-5:30PM""], ""Wednesday"": [""9AM-5:30PM""], ""Thursday"": [""9AM-5:30PM""], ""Friday"": [""9AM-12PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,131,"Medical spa, Health and beauty shop, Health spa",Generated by Outscraper ©
Wilkinson Wellness Clinic,302 S 12th Ave,Yakima,WA,98902.0,+1 509-453-5506,http://www.wilkinsonwellness.com/,"{""Monday"": [""8AM-4:30PM""], ""Tuesday"": [""8:30AM-4:30PM""], ""Wednesday"": [""8AM-4:30PM""], ""Thursday"": [""8AM-4:30PM""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.2,32,Doctor,Generated by Outscraper ©
"Ivy Wellness Clinic: Dr. Nicolette Bembenek, MD",1207 Washington St suite 245,Vancouver,WA,98660.0,+1 360-334-2834,https://www.ivywellnessclinic.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,250,"Medical clinic, Immigration & naturalization service, Weight loss service",Generated by Outscraper ©
Vita Weight Loss & IV Infusions Yakima,1714 S 24th Ave,Yakima,WA,98902.0,+1 509-731-3025,http://www.vitaivsolutions.com/,"{""Monday"": [""10AM-5PM""], ""Tuesday"": [""10AM-5PM""], ""Wednesday"": [""10AM-5PM""], ""Thursday"": [""10AM-5PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""10AM-5PM""], ""Sunday"": [""Closed""]}",5.0,75,"Wellness center, Weight loss service",Generated by Outscraper ©
Pure Infusion Suites of Yakima,105 S 1st St Ste 100,Yakima,WA,98901.0,+1 509-508-4808,https://pureinfusionsuites.com/locations/yakima/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,186,Medical Center,Generated by Outscraper ©
